initial_speed,final_speed,difference,body_style,source,vehicle_type,init_speed,final_speed_2,speed_change,location,weather,recorder,flashing,car_number,initial_read,final_read,difference_in_readings,date_recorded,time_recorded,type_of_car,commercial_yes_no,state_registered,weather_2,location_2,name,x14,primary_key,student,date,mph,brand,vehicle_style,hr_min,if_they_slow_down_yes_no,number,time_of_the_day,speed,date_2,plate_state,color,type_of_car_2,collector_name,time,speed_mph,observer
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,16:44:00,36,NA,IL,Grey,Truck,Tommy,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,16:45:00,32,NA,NE,White,SUV,Tommy,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,16:45:00,34,NA,IL,Red,Truck,Tommy,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,16:46:00,34,NA,IL,Black,SUV,Tommy,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,16:46:00,34,NA,IA,Blue,SUV,Tommy,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,16:47:00,37,NA,IA,Grey,Sedan,Tommy,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,16:47:00,38,NA,IL,Red,Truck,Tommy,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,16:48:00,39,NA,IL,White,SUV,Tommy,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,16:48:00,27,NA,IA,Brown,SUV,Tommy,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,16:49:00,28,NA,IL,Black,Truck,Tommy,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,16:49:00,40,NA,IA,Grey,Sedan,Tommy,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,16:50:00,25,NA,IL,Red,Truck,Tommy,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,16:50:00,32,NA,IA,White,SUV,Tommy,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,16:50:00,32,NA,IA,Blue,Truck,Tommy,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,16:50:00,36,NA,IL,Black,SUV,Tommy,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,16:50:00,35,NA,IL,Red,Sedan,Tommy,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,16:50:00,31,NA,IL,White,SUV,Tommy,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,16:50:00,43,NA,WI,Grey,SUV,Tommy,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,14:15:00,31,NA,IL,Red,Sedan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,14:15:00,30,NA,IL,Grey,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,14:15:00,29,NA,IL,Grey,Sedan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,14:17:00,28,NA,IA,Black,Truck,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,14:17:00,33,NA,IL,Grey,Sedan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,14:17:00,30,NA,IA,Blue,Truck,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,14:20:00,31,NA,IL,Black,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,14:20:00,32,NA,IL,Yellow,Coupe,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,14:20:00,29,NA,IA,Grey,Minivan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,14:20:00,27,NA,IA,Black,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,14:22:00,35,NA,FL,Blue,Truck,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,14:22:00,29,NA,IL,Grey,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,14:23:00,30,NA,IL,Red,Coupe,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,14:23:00,31,NA,IA,Grey,Sedan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,14:23:00,32,NA,WI,Black,Sedan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,14:23:00,31,NA,WI,Black,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,14:24:00,34,NA,IL,Grey,Sedan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,14:25:00,33,NA,IL,Red,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,14:25:00,34,NA,IA,Blue,Truck,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,14:25:00,32,NA,IA,White,Sedan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,14:30:00,27,NA,IL,Red,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,14:30:00,28,NA,IL,Grey,Sedan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,14:32:00,33,NA,WI,Black,Truck,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,14:33:00,32,NA,IL,Grey,Sedan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,14:33:00,26,NA,IL,Black,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,14:33:00,29,NA,IL,Black,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,14:34:00,29,NA,IA,Grey,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,14:34:00,29,NA,IL,Red,Truck,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,14:34:00,30,NA,IL,Grey,Coupe,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,14:34:00,29,NA,IA,Black,Sedan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,14:36:00,31,NA,IL,Grey,Sedan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,14:36:00,31,NA,IL,White,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,14:36:00,30,NA,PA,Blue,Truck,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,14:37:00,35,NA,IL,Black,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,14:37:00,34,NA,IL,White,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,14:40:00,38,NA,IA,Black,Coupe,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,14:42:00,34,NA,IL,Grey,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,14:42:00,26,NA,IL,White,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,14:42:00,27,NA,IL,White,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,14:44:00,33,NA,IL,Black,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,14:44:00,34,NA,IL,Grey,Sedan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,14:44:00,29,NA,IL,Grey,Truck,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,14:44:00,30,NA,IL,Blue,Truck,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,14:49:00,39,NA,IA,Blue,Truck,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,14:49:00,36,NA,IA,Red,Sedan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,14:50:00,30,NA,IL,Grey,Sedan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,14:52:00,33,NA,IL,Grey,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,14:52:00,26,NA,IL,Black,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,14:52:00,18,NA,WI,Black,Truck,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,14:58:00,29,NA,IL,White,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,15:00:00,31,NA,IL,White,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,15:00:00,33,NA,IA,Black,Sedan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,15:00:00,29,NA,IL,Grey,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,15:00:00,30,NA,IA,Brown,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,15:01:00,30,NA,IL,Red,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,15:01:00,31,NA,IL,Black,Sevan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,15:03:00,37,NA,IL,Red,Minivan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,15:03:00,35,NA,IA,Blue,Truck,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,15:05:00,28,NA,IL,White,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,15:05:00,30,NA,IL,Red,Sedan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,15:05:00,30,NA,IA,White,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,15:08:00,31,NA,IL,Red,Truck,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,15:08:00,31,NA,IA,White,Minivan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,15:09:00,35,NA,IL,Grey,Sedan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,15:10:00,30,NA,IL,Black,Sedan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,15:10:00,28,NA,IA,Black,Sedan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,15:11:00,32,NA,IL,Blue,Truck,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,15:11:00,32,NA,IL,Grey,Sedan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,15:12:00,29,NA,IA,Grey,Truck,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,15:12:00,30,NA,FL,White,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,15:12:00,30,NA,WI,Blue,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,15:12:00,31,NA,IA,White,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,15:14:00,34,NA,IL,White,Minivan,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,15:14:00,26,NA,IA,Red,Truck,Philip,NA,NA,NA
NA,NA,NA,NA,data5.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,15:15:00,19,NA,IL,Black,SUV,Philip,NA,NA,NA
NA,NA,NA,NA,data6.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brown,NA,NA,11:01:12,27,Nisrine
NA,NA,NA,NA,data6.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Black,NA,NA,11:01:51,29,Nisrine
NA,NA,NA,NA,data6.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Silver,NA,NA,11:01:55,36,Nisrine
