initial_speed,final_speed,difference,body_style,source,vehicle_type,init_speed,final_speed_2,speed_change,location,weather,recorder,flashing,car_number,initial_read,final_read,difference_in_readings,date_recorded,time_recorded,type_of_car,commercial_yes_no,state_registered,weather_2,location_2,name,x14,primary_key,student,date,mph,brand,vehicle_style,hr_min,if_they_slow_down_yes_no,number,time_of_the_day,speed,date_2,plate_state,color,type_of_car_2,collector_name,time,speed_mph,observer
NA,NA,NA,NA,data2,Truck,30,30,0,30th st,sunny,Rohaan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data2,SUV,25,26,1,30th st,sunny,Rohaan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data2,Sedan,28,29,1,30th st,sunny,Rohaan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data2,Truck,31,31,0,30th st,sunny,Rohaan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data2,Sedan,33,31,1,30th st,sunny,Rohaan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data2,SUV,30,30,0,30th st,sunny,Rohaan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,1,33,33,0,NA,12:25:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,2,33,33,0,NA,12:25:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,TYPE OF VEHICLES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,3,31,31,0,NA,12:30:00,4,Y,IL,RAINY,Thorson-Lucken Field,Tanner Buol,1. Emergency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,4,30,30,0,NA,12:30:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,2. Hatchback,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,5,29,29,0,NA,12:30:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,3. Sedan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,6,31,32,-1,NA,12:30:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,4. SUV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,7,31,32,-1,NA,12:30:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,5. Van,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,8,27,29,-2,NA,12:30:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,6. Minivan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,9,27,29,-2,NA,12:30:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,7. Motorcycle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,10,27,29,-2,NA,12:30:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,8. Coupe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,11,27,29,-2,NA,12:30:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,9. Truck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,12,27,29,-2,NA,12:30:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,10. Pickup Truck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,13,35,35,0,NA,12:30:00,9,Y,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,14,31,31,0,NA,12:30:00,5,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,15,35,35,0,NA,12:35:00,10,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,16,30,30,0,NA,12:35:00,9,N,IA,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,17,28,28,0,NA,12:35:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,18,34,34,0,NA,12:35:00,9,N,IA,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,19,35,36,-1,NA,12:35:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,20,30,32,-2,NA,12:35:00,3,Y,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,21,36,37,-1,NA,12:35:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,22,32,33,-1,NA,12:35:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,23,31,32,-1,NA,12:40:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,24,34,37,-3,NA,12:40:00,9,Y,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,25,28,29,-1,NA,12:40:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,26,30,30,0,NA,12:40:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,27,30,30,0,NA,12:40:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,28,38,37,1,NA,12:40:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,29,30,30,0,NA,12:40:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,30,30,32,-2,NA,12:40:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,31,30,30,0,NA,12:40:00,10,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,32,29,29,0,NA,12:40:00,4,N,IA,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,33,30,32,-2,NA,12:40:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,34,37,37,0,NA,12:40:00,4,N,N/A,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,35,30,30,0,NA,12:45:00,3,N,IA,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,36,29,29,0,NA,12:45:00,3,N,TX,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,37,30,30,0,NA,12:45:00,6,N,IA,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,38,29,30,-1,NA,12:45:00,3,N,IA,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,39,33,34,-1,NA,12:45:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,40,34,34,0,NA,12:45:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,41,37,37,0,NA,12:45:00,3,N,IA,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,42,33,33,0,NA,12:45:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,43,27,28,-1,NA,12:50:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,44,28,28,0,NA,12:50:00,8,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,45,33,33,0,NA,12:50:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,46,33,34,-1,NA,12:50:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,47,33,32,1,NA,12:50:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,48,30,30,0,NA,12:50:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,49,33,34,-1,NA,12:50:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,50,34,33,1,NA,12:50:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,51,27,27,0,NA,12:50:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,52,29,30,-1,NA,12:50:00,6,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,53,34,34,0,NA,12:50:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,54,35,35,0,NA,12:50:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,55,35,35,0,NA,12:50:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,56,35,35,0,NA,12:50:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,57,33,32,1,NA,12:55:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,58,37,37,0,NA,12:55:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,59,35,35,0,NA,12:55:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,60,37,37,0,NA,12:55:00,6,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,61,35,41,-6,NA,12:55:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,62,27,28,-1,NA,12:55:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,63,29,29,0,NA,12:55:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,64,30,31,-1,NA,12:55:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,65,30,30,0,NA,12:55:00,3,N,IA,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,66,30,30,0,NA,12:55:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,67,33,33,0,NA,12:55:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,68,40,40,0,NA,12:55:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,69,32,32,0,NA,13:00:00,6,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,70,25,25,0,NA,13:00:00,4,N,IA,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,71,24,28,-4,NA,13:00:00,4,N,IA,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,72,34,34,0,NA,13:00:00,10,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,73,29,31,-2,NA,13:00:00,3,N,IA,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,74,31,32,-1,NA,13:00:00,4,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,75,32,32,0,NA,13:00:00,3,N,IL,RAINY,Thorson-Lucken Field,Tanner Buol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,76,26,26,0,NA,09:05:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,77,35,34,1,NA,09:05:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,78,34,34,0,NA,09:05:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,79,34,34,0,NA,09:05:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,80,34,31,3,NA,09:05:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,81,27,28,-1,NA,09:05:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,82,13,14,-1,NA,09:05:00,10,Y,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,83,18,15,3,NA,09:05:00,10,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,84,24,25,-1,NA,09:05:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,85,34,34,0,NA,09:10:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
